지역,아파트,면적,층,가격
강원도 원주시 단구동,세경웰러스,84.7396,13,15800
강원도 원주시 단구동,세경웰러스,84.7396,4,15000
강원도 원주시 단구동,원흥4,59.82,3,7400
강원도 원주시 단구동,원흥4,59.82,15,6600
강원도 원주시 단구동,유승,84.4687,4,15000
강원도 원주시 단구동,유승,84.4687,18,16300
강원도 원주시 단구동,중앙하이츠아파트,133.8208,6,22500
강원도 원주시 단구동,중앙하이츠아파트,106.5144,13,20000
강원도 원주시 단구동,중앙하이츠아파트,84.9748,15,16700
강원도 원주시 단구동,중앙하이츠아파트,84.9748,5,17500
강원도 원주시 단구동,중앙하이츠아파트,84.9829,3,17500
강원도 원주시 단구동,청솔2차,58.65,12,7700
강원도 원주시 단구동,청솔3차,58.65,3,7200
강원도 원주시 단구동,청솔4차,58.65,13,7200
강원도 원주시 단구동,한일,59.91,12,10900
강원도 원주시 단구동,한일,59.91,14,10800
강원도 원주시 단구동,한일,59.91,1,8000
강원도 원주시 단구동,한일,59.91,12,11700
강원도 원주시 단구동,한일,59.91,13,12300
강원도 원주시 단구동,현대1,59.84,1,8600
강원도 원주시 단구동,현대1,59.84,15,9700
강원도 원주시 단구동,현대1,59.84,5,11200
강원도 원주시 단구동,현대1,59.84,9,12600
강원도 원주시 단구동,현대1,59.84,9,13000
강원도 원주시 단구동,현진에버빌,84.886,9,15500
강원도 원주시 단구동,현진에버빌,84.886,6,17700
강원도 원주시 단구동,현진에버빌,84.886,14,18300
강원도 원주시 단구동,현진에버빌2,59.761,13,13500
강원도 원주시 단구동,현진에버빌2,59.761,5,13200
강원도 원주시 단구동,현진에버빌5차,84.977,7,22500
강원도 원주시 단구동,현진에버빌6차,84.977,9,22700
강원도 원주시 명륜동,구곡청구1단지,101.95,5,17400
강원도 원주시 명륜동,구곡청구2단지,84.79,2,13000
강원도 원주시 명륜동,구곡청구2단지,84.79,4,11489
강원도 원주시 명륜동,단구1차,39.63,5,5100
강원도 원주시 명륜동,단구1차,32.43,4,4400
강원도 원주시 명륜동,단구1차,25.14,1,3250
강원도 원주시 명륜동,단구1차,39.63,1,5500
강원도 원주시 명륜동,단구2단지,46.68,3,6350
강원도 원주시 명륜동,단구2단지,46.68,5,7000
강원도 원주시 명륜동,단구2단지,46.68,4,6400
강원도 원주시 명륜동,대성현대,75.42,5,11000
강원도 원주시 명륜동,동보노빌리티1,84.784,15,14500
강원도 원주시 명륜동,동보노빌리티2,118.747,15,16500
강원도 원주시 명륜동,명륜행운주공,49.94,1,6500
강원도 원주시 명륜동,성원,75.06,8,15500
강원도 원주시 명륜동,세경1,56.42,3,8500
강원도 원주시 명륜동,세경1,55.26,1,7500
강원도 원주시 명륜동,세경1,56.42,3,8800
강원도 원주시 명륜동,영진3,59.945,2,8000
강원도 원주시 명륜동,원주삼성,76.735,3,10400
강원도 원주시 명륜동,행운,44.94,7,6900
강원도 원주시 명륜동,현대1,84.97,15,9300
강원도 원주시 명륜동,현대1,84.97,6,8900
강원도 원주시 무실동,뜨란채,84.94,7,18700
강원도 원주시 무실동,뜨란채,84.94,8,18400
강원도 원주시 무실동,뜨란채,84.94,7,18300
강원도 원주시 무실동,무실e-편한세상,124.1326,7,37000
강원도 원주시 무실동,무실e-편한세상,153.7215,14,44600
강원도 원주시 무실동,무실우미린,84.9919,13,28500
강원도 원주시 무실동,무실우미린,76.9813,10,25500
강원도 원주시 무실동,무실우미린,84.9109,3,26000
강원도 원주시 무실동,무실우미린,75.3028,18,26300
강원도 원주시 무실동,무실우미린,75.3028,19,26000
강원도 원주시 무실동,무실우미린,84.9109,12,28900
강원도 원주시 무실동,무실주공3단지,59.92,12,14000
강원도 원주시 무실동,무실주공3단지,59.92,4,15000
강원도 원주시 무실동,무실주공3단지,59.92,5,15200
강원도 원주시 무실동,무실주공3단지,59.92,12,14200
강원도 원주시 무실동,무실주공3단지,59.92,3,13500
강원도 원주시 무실동,무실주공3단지,59.92,5,14000
강원도 원주시 무실동,무실주공4단지,84.52,11,17100
강원도 원주시 무실동,무실주공4단지,84.52,6,16000
강원도 원주시 무실동,무실주공4단지,84.52,3,16500
강원도 원주시 무실동,요진보네르카운티,117.13,5,24700
강원도 원주시 무실동,요진보네르카운티,117.13,1,25000
강원도 원주시 무실동,원주무실6단지휴먼시아,84.81,11,22500
강원도 원주시 무실동,원주무실6단지휴먼시아,84.95,14,20500
강원도 원주시 무실동,원주무실6단지휴먼시아,84.81,5,21850
강원도 원주시 무실동,원주무실6단지휴먼시아,84.9,4,21300
강원도 원주시 무실동,원주시 무실 세영리첼 1차,84.9704,12,26500
강원도 원주시 무실동,원주시 무실 세영리첼 2차,84.9616,16,26600
강원도 원주시 무실동,원주시 무실 세영리첼 2차,84.9616,11,26800
강원도 원주시 무실동,원주시 무실 세영리첼 2차,84.9839,7,28800
강원도 원주시 문막읍 건등리,극동스타클래스,84.856,13,16200
강원도 원주시 문막읍 건등리,서원주코아루아너스,84.797,11,20000
강원도 원주시 문막읍 건등리,서원주코아루아너스,84.625,11,20600
강원도 원주시 문막읍 건등리,신한,59.946,12,8100
강원도 원주시 문막읍 건등리,신한,59.946,13,8700
강원도 원주시 문막읍 건등리,신한,59.946,10,10000
강원도 원주시 문막읍 건등리,신한,59.946,11,9200
강원도 원주시 문막읍 건등리,신한,59.946,3,7200
강원도 원주시 문막읍 동화리,동보렉스6차,84.9,11,9000
강원도 원주시 문막읍 동화리,문막현진,52.06,2,6400
강원도 원주시 반곡동,반곡모아엘가,84.8201,14,26300
강원도 원주시 반곡동,반곡모아엘가,84.9294,6,25750
강원도 원주시 반곡동,반곡모아엘가,84.9294,12,27000
강원도 원주시 반곡동,반곡모아엘가,93.8094,2,25500
강원도 원주시 반곡동,반곡모아엘가,84.9294,5,25000
강원도 원주시 반곡동,반곡벽산2차아파트,84.936,15,18400
강원도 원주시 반곡동,반곡벽산2차아파트,84.967,11,21500
강원도 원주시 반곡동,반곡벽산블루밍1차,84.967,2,17000
강원도 원주시 반곡동,반곡벽산블루밍1차,84.967,14,19000
강원도 원주시 반곡동,반곡벽산블루밍1차,84.967,9,18000
강원도 원주시 반곡동,반곡벽산블루밍1차,84.967,2,19000
강원도 원주시 반곡동,반곡벽산블루밍1차,123.52,14,24000
강원도 원주시 반곡동,반곡벽산블루밍1차,84.967,7,19750
강원도 원주시 반곡동,원주반곡아이파크,117.4263,12,28800
강원도 원주시 반곡동,원주반곡아이파크,84.9818,8,19300
강원도 원주시 반곡동,원주반곡아이파크,158.4784,11,40700
강원도 원주시 반곡동,원주반곡아이파크,84.9818,6,20700
강원도 원주시 반곡동,원주반곡아이파크,84.8681,7,21000
강원도 원주시 반곡동,원주반곡아이파크,117.4263,5,25500
강원도 원주시 반곡동,이편한세상 반곡,84.9792,4,25600
강원도 원주시 반곡동,이편한세상 반곡,84.9473,8,28000
강원도 원주시 반곡동,이편한세상 반곡,84.9927,15,29000
강원도 원주시 반곡동,중흥에스-클래스프라디움,84.9875,6,26000
강원도 원주시 반곡동,중흥에스-클래스프라디움,84.9937,8,28000
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,5,22000
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,7,22800
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,6,22000
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,6,21700
강원도 원주시 반곡동,푸른숨엘에이치11단지,84.96,12,21300
강원도 원주시 반곡동,푸른숨엘에이치11단지,84.97,13,20600
강원도 원주시 반곡동,힐데스하임 5단지,84.9671,19,27000
강원도 원주시 반곡동,힐데스하임 5단지,84.9593,10,30000
강원도 원주시 반곡동,힐데스하임 5단지,84.9593,18,31000
강원도 원주시 반곡동,힐데스하임 5단지,84.9593,9,30950
강원도 원주시 반곡동,힐데스하임 5단지,84.9593,3,23000
강원도 원주시 봉산동,삼익,59.99,6,10000
강원도 원주시 봉산동,삼익,59.99,14,9000
강원도 원주시 봉산동,삼익,59.99,4,8900
강원도 원주시 봉산동,삼익,59.99,5,9670
강원도 원주시 봉산동,삼익,59.99,5,8850
강원도 원주시 봉산동,삼익,59.99,8,9300
강원도 원주시 봉산동,아포리배말타운,59.5526,9,15900
강원도 원주시 봉산동,아포리배말타운,84.516,7,17500
강원도 원주시 봉산동,아포리배말타운,84.516,3,16700
강원도 원주시 봉산동,아포리배말타운,84.516,17,18000
강원도 원주시 봉산동,아포리배말타운,84.516,20,16300
강원도 원주시 봉산동,아포리배말타운,84.516,22,16400
강원도 원주시 봉산동,아포리배말타운,59.5526,14,15000
강원도 원주시 봉산동,아포리배말타운,84.516,11,17400
강원도 원주시 봉산동,현대,53.012,6,5200
강원도 원주시 소초면 장양리,영진1차,59.88,5,5050
강원도 원주시 소초면 장양리,영진1차,84.76,10,7000
강원도 원주시 소초면 장양리,영진4차,37.12,7,2800
강원도 원주시 우산동,덕원,72.36,13,8200
강원도 원주시 우산동,덕원,72.36,11,8500
강원도 원주시 우산동,원주신일유토빌,84.79,6,17000
강원도 원주시 우산동,원주신일유토빌,59.727,4,14400
강원도 원주시 우산동,원주신일유토빌,116.161,20,20000
강원도 원주시 우산동,원주신일유토빌,84.79,13,16000
강원도 원주시 우산동,원주신일유토빌,84.79,14,16500
강원도 원주시 우산동,원주신일유토빌,84.79,4,15700
강원도 원주시 우산동,원주신일유토빌,59.727,4,13200
강원도 원주시 우산동,한라비발디2차,84.52,9,20000
강원도 원주시 우산동,한라비발디2차,84.31,6,20300
강원도 원주시 우산동,한라비발디2차,84.52,4,20350
강원도 원주시 우산동,한라비발디2차,84.22,18,21000
강원도 원주시 우산동,한라비발디2차,59.12,12,17000
강원도 원주시 우산동,한라비발디2차,59.12,13,17400
강원도 원주시 우산동,한라비발디2차,84.52,11,20600
강원도 원주시 원동,원동주공2,51.02,2,7800
강원도 원주시 원동,원동진로,49.14,13,6400
강원도 원주시 원동,한주,84.69,17,12000
강원도 원주시 일산동,우보삼성,69.87,4,8900
강원도 원주시 일산동,일산국제,84.9,11,12000
강원도 원주시 일산동,일산국제,84.9,2,11950
강원도 원주시 지정면 가곡리,EG-the1 아파트,84.9822,10,22500
강원도 원주시 지정면 가곡리,EG-the1 아파트,59.9473,11,17400
강원도 원주시 지정면 가곡리,원주 롯데캐슬 더 퍼스트 1차,59.9996,13,17800
강원도 원주시 지정면 가곡리,원주 롯데캐슬 더 퍼스트 1차,59.9996,20,19700
강원도 원주시 지정면 가곡리,원주 롯데캐슬 더 퍼스트 1차,59.9996,27,17950
강원도 원주시 지정면 가곡리,원주 롯데캐슬 더 퍼스트 1차,59.9479,6,18800
강원도 원주시 지정면 가곡리,원주 롯데캐슬 더 퍼스트 2차,59.9996,28,19300
강원도 원주시 지정면 가곡리,원주 롯데캐슬 더 퍼스트 2차,59.9996,13,19000
강원도 원주시 태장동,e편한세상 원주태장,59.9574,18,18500
강원도 원주시 태장동,금광포란재1단지,59.9835,1,8300
강원도 원주시 태장동,금광포란재1단지,84.961,9,12500
강원도 원주시 태장동,금광포란재1단지,59.9835,14,9600
강원도 원주시 태장동,금광포란재1단지,59.9835,5,8900
강원도 원주시 태장동,금광포란재1단지,59.9835,3,8400
강원도 원주시 태장동,금광포란재1단지,84.961,9,13500
강원도 원주시 태장동,금광포란재1단지,84.961,6,12300
강원도 원주시 태장동,금광포란재1단지,84.961,14,14000
강원도 원주시 태장동,대흥2,59.94,9,7000
강원도 원주시 태장동,대흥2,59.94,4,6400
강원도 원주시 태장동,두진백로,58.74,2,6450
강원도 원주시 태장동,두진백로,28.14,12,3400
강원도 원주시 태장동,백운3차,49.29,8,6300
강원도 원주시 태장동,백운3차,40.83,10,3900
강원도 원주시 태장동,백운3차,49.29,4,6500
강원도 원주시 태장동,삼정백조,49.77,6,4900
강원도 원주시 태장동,삼정백조,59.4,9,8450
강원도 원주시 태장동,성호2차샤인힐즈,59.73,14,9300
강원도 원주시 태장동,성호2차샤인힐즈,75.408,15,10000
강원도 원주시 태장동,성호2차샤인힐즈,59.73,1,8500
강원도 원주시 태장동,요진보네르카운티2차,75.02,4,15000
강원도 원주시 태장동,요진보네르카운티2차,84.98,3,18300
강원도 원주시 태장동,요진보네르카운티2차,75.02,4,14950
강원도 원주시 태장동,태봉우성2,73.29,9,9000
강원도 원주시 태장동,태봉우성2,73.29,11,8000
강원도 원주시 태장동,태장동 성호아파트,49.995,10,6000
강원도 원주시 태장동,태장동 성호아파트,59.815,10,6000
강원도 원주시 태장동,태장동 성호아파트,59.815,14,6400
강원도 원주시 태장동,태장동 성호아파트,59.815,11,5900
강원도 원주시 태장동,태장동보렉스(8차),74.25,8,8500
강원도 원주시 태장동,태장주공2,59.67,5,9000
강원도 원주시 태장동,태장주공2,39.44,4,5000
강원도 원주시 태장동,태장주공3,49.61,10,6000
강원도 원주시 태장동,태장주공3,49.61,9,6500
강원도 원주시 태장동,태장주공3,49.61,10,7800
강원도 원주시 태장동,현대,59.445,10,8530
강원도 원주시 태장동,현대,84.482,1,9000
강원도 원주시 태장동,흥화브라운빌,84.9728,6,15000
강원도 원주시 판부면 서곡리,거장2차아파트,27.36,12,4300
강원도 원주시 판부면 서곡리,거장2차아파트,39.06,2,6800
강원도 원주시 판부면 서곡리,거장2차아파트,27.36,12,4170
강원도 원주시 판부면 서곡리,원주더�騁팎컷�,157.316,5,34000
강원도 원주시 판부면 서곡리,원주더�騁팎컷�,123.34,4,25700
강원도 원주시 학성동,삼천리1,84.87,6,8000
강원도 원주시 학성동,삼천리2,56.05,2,7000
강원도 원주시 학성동,삼천리3,84.66,3,10300
강원도 원주시 행구동,건영,59.93,14,8400
강원도 원주시 행구동,건영,101.82,6,15500
강원도 원주시 행구동,건영,59.79,18,8000
강원도 원주시 행구동,건영,84.5,15,13400
강원도 원주시 행구동,건영,133.92,15,15000
강원도 원주시 행구동,건영,59.93,13,8800
강원도 원주시 행구동,행구금강아미움아파트,84.9,4,17000
